Datetime,Abel_LMP,Abel_LMP_DA,Adams_LMP,Adams_LMP_DA,Alder_LMP,Alder_LMP_DA,Arne_LMP,Arne_LMP_DA,Arthur_LMP,Arthur_LMP_DA,Asser_LMP,Asser_LMP_DA,Astor_LMP,Astor_LMP_DA,Austen_LMP,Austen_LMP_DA,Bach_LMP,Bach_LMP_DA,Bacon_LMP,Bacon_LMP_DA,Baker_LMP,Baker_LMP_DA,Barlow_LMP,Barlow_LMP_DA,Barton_LMP,Barton_LMP_DA,Basov_LMP,Basov_LMP_DA,Bayle_LMP,Bayle_LMP_DA,Behring_LMP,Behring_LMP_DA,Bloch_LMP,Bloch_LMP_DA,Cabell_LMP,Cabell_LMP_DA,Cabot_LMP,Cabot_LMP_DA,Carew_LMP,Carew_LMP_DA,Cecil_LMP,Cecil_LMP_DA,Chase_LMP,Chase_LMP_DA,Chifa_LMP,Chifa_LMP_DA,Clark_LMP,Clark_LMP_DA,Cobb_LMP,Cobb_LMP_DA,Cole_LMP,Cole_LMP_DA,Comte_LMP,Comte_LMP_DA,Clive_LMP,Clive_LMP_DA,Chain_LMP,Chain_LMP_DA,Caruso_LMP,Caruso_LMP_DA,Curie_LMP,Curie_LMP_DA,Caxton_LMP,Caxton_LMP_DA,Clay_LMP,Clay_LMP_DA,Agricola_LMP,Agricola_LMP_DA,Adler_LMP,Adler_LMP_DA,Attar_LMP,Attar_LMP_DA,Carrel_LMP,Carrel_LMP_DA,Carter_LMP,Carter_LMP_DA,Chuhsi_LMP,Chuhsi_LMP_DA,Caesar_LMP,Caesar_LMP_DA,Aubrey_LMP,Aubrey_LMP_DA,Bell_LMP,Bell_LMP_DA
1/1/2020 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
1/1/2020 11:00,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217,0.0,18.708217
1/1/2020 12:00,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019,16.970947,18.861019
1/1/2020 13:00,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338,19.430296,19.685338
1/1/2020 14:00,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296,18.463561,19.430296
1/1/2020 15:00,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879,0.0,21.287879
1/1/2020 16:00,19.68943,29.403884,19.68943,29.405368,19.68943,29.504829,19.68943,29.452537,19.68943,29.262591,19.68943,29.292258,19.68943,29.223287,19.68943,29.422094,19.68943,29.653551,19.68943,29.655195,19.68943,29.669653,19.68943,29.703181,19.68943,29.57944,19.68943,29.610061,19.68943,29.569717,19.68943,29.572776,19.68943,29.765015,19.68943,30.372701,19.68943,30.373704,19.68943,30.382521,19.68943,30.408016,19.68943,30.277085,19.68943,30.300905,19.68943,30.206459,19.68943,30.231325,19.68943,30.234384,19.68943,30.464019,19.68943,30.430792,19.68943,30.345594,19.68943,30.386191,19.68943,30.301349,19.68943,30.407727,19.68943,30.37038,19.68943,29.409588,19.68943,29.357261,19.68943,29.347559,19.68943,30.382521,19.68943,30.378852,19.68943,30.239106,19.68943,30.341131,19.68943,29.21955,19.68943,29.570279
1/1/2020 17:00,22.503161,73.173687,22.508656,73.178592,22.877007,73.507351,22.683347,73.334506,21.97989,72.70666,22.089762,72.804723,21.834332,72.576747,22.570602,73.233879,23.42779,73.998933,23.43388,74.004369,23.487423,74.052157,23.611594,74.162981,23.153325,73.753969,23.266727,73.855182,23.117316,73.72183,23.128644,73.731941,23.840591,74.367365,26.091124,76.376001,26.094839,76.379316,26.127494,76.408462,26.221912,76.492731,25.737018,76.059956,25.825233,76.138689,25.475458,75.826509,25.567547,75.9087,25.578874,75.918809,26.429316,76.677842,26.306262,76.568015,25.990736,76.286403,26.141083,76.42059,25.826876,76.140155,26.220843,76.491777,26.082528,76.368329,22.524285,73.192541,22.330498,73.019582,22.294564,72.987512,26.127494,76.408462,26.113905,76.396333,25.596364,75.934419,25.974208,76.271651,21.820492,72.564394,23.119396,73.723687
1/1/2020 18:00,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615,23.128644,70.94615
1/1/2020 19:00,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566,23.128644,23.604566
1/1/2020 20:00,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258,23.069973,21.647258
1/1/2020 21:00,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943
1/1/2020 22:00,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296,73.069973,19.430296
1/1/2020 23:00,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943,21.288154,19.68943
1/2/2020 0:00,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775,21.116714,19.034775
1/2/2020 1:00,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0
1/2/2020 2:00,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0,72.492854,0.0
1/2/2020 3:00,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153,72.732362,12.201153
1/2/2020 4:00,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775,21.843654,19.034775
1/2/2020 5:00,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098,20.419098
