Datetime,Abel_LMP,Abel_LMP DA,Adams_LMP,Adams_LMP DA,Alder_LMP,Alder_LMP DA,Arne_LMP,Arne_LMP DA,Arthur_LMP,Arthur_LMP DA,Asser_LMP,Asser_LMP DA,Astor_LMP,Astor_LMP DA,Austen_LMP,Austen_LMP DA,Bach_LMP,Bach_LMP DA,Bacon_LMP,Bacon_LMP DA,Baker_LMP,Baker_LMP DA,Barlow_LMP,Barlow_LMP DA,Barton_LMP,Barton_LMP DA,Basov_LMP,Basov_LMP DA,Bayle_LMP,Bayle_LMP DA,Behring_LMP,Behring_LMP DA,Bloch_LMP,Bloch_LMP DA,Cabell_LMP,Cabell_LMP DA,Cabot_LMP,Cabot_LMP DA,Carew_LMP,Carew_LMP DA,Cecil_LMP,Cecil_LMP DA,Chase_LMP,Chase_LMP DA,Chifa_LMP,Chifa_LMP DA,Clark_LMP,Clark_LMP DA,Cobb_LMP,Cobb_LMP DA,Cole_LMP,Cole_LMP DA,Comte_LMP,Comte_LMP DA,Aubrey_LMP,Aubrey_LMP DA,Bell_LMP,Bell_LMP DA,Clive_LMP,Clive_LMP DA,Chain_LMP,Chain_LMP DA,Caruso_LMP,Caruso_LMP DA,Curie_LMP,Curie_LMP DA,Caxton_LMP,Caxton_LMP DA,Clay_LMP,Clay_LMP DA,Agricola_LMP,Agricola_LMP DA,Adler_LMP,Adler_LMP DA,Attar_LMP,Attar_LMP DA,Carrel_LMP,Carrel_LMP DA,Carter_LMP,Carter_LMP DA,Chuhsi_LMP,Chuhsi_LMP DA,Caesar_LMP,Caesar_LMP DA
2020-01-01 12:00:00,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943,19.034775,19.68943
2020-01-01 13:00:00,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003,20.400003
2020-01-01 14:00:00,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003,18.072542,20.400003
2020-01-01 15:00:00,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258,18.072542,21.647258
2020-01-01 16:00:00,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752,21.116411,32.461752
2020-01-01 17:00:00,19.727078,75.338927,19.88587,75.342547,30.530112,75.585236,24.933926,75.457643,4.606131,74.994169,7.781115,75.066559,0.39995,74.898268,21.675923,75.38336,46.446061,75.948119,46.622056,75.952132,48.169283,75.987408,51.757435,76.069218,38.514851,75.767288,41.791848,75.842003,37.47431,75.743563,37.801653,75.751027,58.374778,76.220094,123.408372,77.702858,123.515711,77.705306,124.459359,77.726821,127.187747,77.789028,113.175773,77.469555,115.724937,77.527676,105.617483,77.297226,108.278572,77.357899,108.605883,77.365362,133.181094,77.925676,-0.0,74.88915,37.534422,75.744934,129.625211,77.844602,120.507458,77.636718,124.852042,77.735774,115.77239,77.528758,127.156855,77.788324,123.159967,77.697195,20.337515,75.352845,14.737632,75.225167,13.699274,75.201493,124.459359,77.726821,124.066676,77.717868,109.11129,77.376885,120.029844,77.625828
2020-01-01 18:00:00,23.375166,68.205544,23.38027,68.205544,23.722406,68.205544,23.542529,68.205544,22.889135,68.205544,22.991188,68.205544,22.753936,68.205544,23.437807,68.205544,24.23399,68.205544,24.239647,68.205544,24.28938,68.205544,24.404713,68.205544,23.979059,68.205544,24.084391,68.205544,23.945613,68.205544,23.956134,68.205544,24.617414,68.205544,26.70778,68.205544,26.71123,68.205544,26.741561,68.205544,26.82926,68.205544,26.378875,68.205544,26.460812,68.205544,26.13593,68.205544,26.221465,68.205544,26.231985,68.205544,27.021903,68.205544,22.741081,68.205544,23.947545,68.205544,26.907607,68.205544,26.614536,68.205544,26.754183,68.205544,26.462337,68.205544,26.828267,68.205544,26.699795,68.205544,23.394787,68.205544,23.214791,68.205544,23.181415,68.205544,26.741561,68.205544,26.72894,68.205544,26.248231,68.205544,26.599184,68.205544
2020-01-01 19:00:00,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414,23.87513,24.617414
2020-01-01 20:00:00,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362,23.069973,22.732362
2020-01-01 21:00:00,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003,21.288154,20.400003
2020-01-01 22:00:00,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003,127.050889,20.400003
2020-01-01 23:00:00,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138,22.96816,20.846138
2020-01-02 00:00:00,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547,21.288154,19.983547
2020-01-02 01:00:00,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943
2020-01-02 02:00:00,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943
2020-01-02 03:00:00,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943,23.437807,19.68943
2020-01-02 04:00:00,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098,23.069973,20.419098
2020-01-02 05:00:00,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258,21.287879,21.647258
